Track Name,Artists,Album Cover URL
Kickstart My Heart,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b27357338231dc4a85d5aed03186
Call Me A Dog,Temple Of The Dog,https://i.scdn.co/image/ab67616d0000b273483c3d93af76b1f635f9dc7d
Louder Than Hell,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b273c1e6b9b327e99d96b62d8671
Piece Of Your Action,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b273d00811a76d86c03372b65d1e
Same Ol' Situation (S.O.S.),Mötley Crüe,https://i.scdn.co/image/ab67616d0000b27357338231dc4a85d5aed03186
Wild Side,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b2735c324a28cdf77defbe68a20d
Take Me To The Top,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b273d00811a76d86c03372b65d1e
You're All I Need,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b2735c324a28cdf77defbe68a20d
Home Sweet Home,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b273c1e6b9b327e99d96b62d8671
Somebody's Watching Me,Rockwell,https://i.scdn.co/image/ab67616d0000b2735284333459b08de72e2bda0d
Tuesday's Gone,Metallica,https://i.scdn.co/image/ab67616d0000b27375e6375e11550746705a9645
Harvester of Sorrow,Metallica,https://i.scdn.co/image/ab67616d0000b273fe896727e3db1027ed72d885
The Unforgiven - Remastered 2021,Metallica,https://i.scdn.co/image/ab67616d0000b27376c60d2128c8e4649b85f2b2
You Ain't The First,Guns N' Roses,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873
Don't Cry (Original),Guns N' Roses,https://i.scdn.co/image/ab67616d0000b273c5803d7a2712cc6beee72281
Patience,Guns N' Roses,https://i.scdn.co/image/ab67616d0000b273275b7ffe49eb84ab13a71980
Paranoid,Black Sabbath,https://i.scdn.co/image/ab67616d0000b2739683e5d7361bb80bfb00f46d
Spit Out The Bone,Metallica,https://i.scdn.co/image/ab67616d0000b2737b10c20f959932a6c790c074
Wheels Within Wheels,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2732304c63f3932eac075ce2c2b
Out Of My Mind,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b273bf78e5d6d456a2027612e4e4
I'll Admit You're Gone,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2734b4d020e221e7c2fd8ca7980
Edged In Blue,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2734b4d020e221e7c2fd8ca7980
Don't Know Where I'm Going,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b273add30b568a7103b146516a1e
Where Was I Going To?,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2734b4d020e221e7c2fd8ca7980
Jump In The Fire - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
The Four Horsemen - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
Hit The Lights - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
Your Song,Elton John,https://i.scdn.co/image/ab67616d0000b2734b292ed7c7360a04d3d6b74a
I'm Still Standing,Elton John,https://i.scdn.co/image/ab67616d0000b273eb11e2abccdca41f39ad3b89
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,https://i.scdn.co/image/ab67616d0000b2733009007708ab5134936a58b3
Whiplash - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
Seek & Destroy - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
No Remorse - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b273d30fcf6340831edbafb45e38
Telephone Song,The Vaughan Brothers,https://i.scdn.co/image/ab67616d0000b2731b50cc6a7cc81185d0a0a45d
Tick Tock,The Vaughan Brothers,https://i.scdn.co/image/ab67616d0000b2731b50cc6a7cc81185d0a0a45d
Hunger Strike,Temple Of The Dog,https://i.scdn.co/image/ab67616d0000b273483c3d93af76b1f635f9dc7d
Leper Messiah,Metallica,https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20
Disposable Heroes,Metallica,https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20
Not for You,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273f0f6b8bc425633e6ed6369c4
Even Flow - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
Alive - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
State of Love and Trust,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273c75a7b98a59e8988e6b1b052
Daughter - Remastered,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5
Jeremy - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
Porch - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
Black - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
State of Love And Trust - Live MTV Unplugged,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273add2474f5952482c05611f6c
Last Kiss,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273d7db5abcbc899f3994c66fc6
Here Comes The Sun - Remastered 2009,The Beatles,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25
Life Without You,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273f443c20c8fd9933818965efc
Life on Mars? - 2015 Remaster,David Bowie,https://i.scdn.co/image/ab67616d0000b273e464904cc3fed2b40fc55120
Too Far Gone,Slash,https://i.scdn.co/image/ab67616d0000b2731be31537933da4b3ea4fe37a
Wasting My Hate,Metallica,https://i.scdn.co/image/ab67616d0000b273d691ec833eb067d9a9e4ded7
If I Don't Sing I'll Cry,Taste,https://i.scdn.co/image/ab67616d0000b2733a3aea980c768276d923b09a
Hail,Taste,https://i.scdn.co/image/ab67616d0000b273cf3d2a9d6312bc639f1c448b
Killing Floor - Live At Monterey,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2732caddd7cb137fad05649dcd0
"Blue Suede Shoes - Live Berkeley Community Center, Berkeley, CA May 30, 1970",Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2737f4381ea8754778a62a29a23
"Johnny B. Goode - Live Berkeley Community Center, Berkeley, CA May 30, 1970",Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2737f4381ea8754778a62a29a23
I'm Not Surprised,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b273644522a4382ea83deac6efb0
Pistol Slapper Blues - Live,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b27353cc9434312a12b2e33f9320
Do You Read Me,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2734b4d020e221e7c2fd8ca7980
Wildfire,John Mayer,https://i.scdn.co/image/ab67616d0000b2738e3ab1cbd76d15dc64450a13
